UniqueID,IDname,IDyear,Title,CAname,CAinst1,CAcountry,CAinst2,CAcountry2,Caspecialty,Caquali,AuthorNum,InstitNum,AuthorOvNum,InstitOvNum,SpecialtyNum,JournalName(fullname),JournalLoc,JournalScop,JournalSubscribe,Article,Field,Level,Class,CatQuanti,DataCollect,Began,Completed,StudySitesNum,Setting,Setting.1,Condition_primary,Condition_secondary,SubjMeasure,ObjMeasure,Intervention
51,AS Ramli,2014,"Study protocol of EMPOWER Participatory Action
Research (EMPOWER-PAR): a pragmatic cluster
randomised controlled trial of multifaceted
chronic disease management strategies to
improve diabetes and hypertension outcomes
in primary care",AS Ramli,"Primary Care Medicine Discipline, Faculty of Medicine, Universiti Teknologi MARA, Selayang Campus, 68100 Batu Caves, Selangor, Malaysia.",Malaysia,,,Family medicine,"master (non-mmed) eg. mrcp, etc.",23,11,0,0,6,BMC Family Practice,international - out of asia,General- multidiscplinary,1,research protocol,Clinical,"Primary (include case reports, case series)",quantitative,interventional,Quasi-RCT,2014,,20,kl & selangor,Clinic,"(T) Endocrine, metabolic and nutritional",(K) Circulatory,,Objective- non-operator-dependence eg. lab analyser,"Device, Tool or App"
52,AS Ramli,2016,"Effectiveness of the EMPOWER-PAR
Intervention in Improving Clinical
Outcomes of Type 2 Diabetes Mellitus in
Primary Care: A Pragmatic Cluster
Randomised Controlled Trial",AS Ramli,"Primary Care Medicine Discipline, Faculty of Medicine, Universiti Teknologi MARA, Selayang Campus, 68100 Batu Caves, Selangor, Malaysia.",Malaysia,"Institute for Pathology, Laboratory and Forensic Medicine (I-PPerForM), Universiti Teknologi MARA (UiTM), Sungai Buloh Campus, Jalan Hospital, 47000, Sungai Buloh, Selangor, Malaysia",Malaysia,Family medicine,"master (non-mmed) eg. mrcp, etc.",22,11,0,0,6,BMC Family Practice,international - out of asia,General- multidiscplinary,1,research - original and reviews,Clinical,"Primary (include case reports, case series)",quantitative,interventional,Quasi-RCT,Jun-12,Jun-14,20,kl & selangor,Clinic,"(T) Endocrine, metabolic and nutritional",NA,,Objective- non-operator-dependence eg. lab analyser,"Device, Tool or App"
53,AY Goh,2003,Paediatric utilization of a general emergency department in a developing country,AY Goh,University of Malaya,Malaysia,,,Paediatric,,3,2,,0,0,Acta Pediatr,international - out of asia,Specific- discpline-specific,2,research - original and reviews,Clinical,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,2007,2007,1,,,(A) General and unspecified,NA,Subjective- self-report,Objective- operator dependence,No intervention
54,Ayadurai S,2018,Structured tool to improve clinical outcomes of type 2 diabetes mellitus patients: A randomized controlled trial.,Shamala Ayadurai,"Hospital Sultanah Aminah, Jalan Persiaran Abu Bakar Sultan, 80100, Johor Bahru,Johor",Malaysia,"School of Pharmacy and Biomedical Sciences, Faculty of Health Science, Curtin University, Perth, Western Australia",Australia,Pharmacy,not stated,5,3,3,2,3,Journal of diabetes,international - out of asia,Specific- discpline-specific,2,research - original and reviews,Health services,"Primary (include case reports, case series)",quantitative,interventional,RCT - Randomized controlled trial,Jun-16,Feb-17,7 public primary care,johor,Clinic,"(T) Endocrine, metabolic and nutritional",NA,Subjective- self-report,Objective- non-operator-dependence eg. lab analyser,"Device, Tool or App"
55,"Azah, M.N.N.",2005,Validation of the Malay version brief Patient Health Questionnaire (PHQ-9) among adult attending family medicine clinics,Juwita Shaaban,Universiti Sains Malaysia,Malaysia,,,Family medicine,master (mmed),6,2,0,0,2,International Medical Journal,regional - within asia,General- multidiscplinary,1,research - original and reviews,Clinical,"Primary (include case reports, case series)",quantitative,psychometric study,Cross-sectional,Aug-01,Jul-03,1,clinic,Kelantan,(P) Psychological,NA,Subjective- self-report,,No intervention
56,B Mustafa,2010,Epidemiological and Clinical Features of Dengue Versus other Acute Febrile Illnesses Amongst Patients Seen at Government Polyclinics,Mustafa B,"Makmal Kesihatan Awam Kebangsaan (National Public Health Laboratory), Kementerian Kesihatan",Malaysia,"Makmal Kesihatan Awam Kebangsaan (National Public Health Laboratory), Kementerian Kesihatan",Malaysia,Public health,"master (non-mmed) eg. mrcp, etc.",7,1,0,0,2,Med J Malaysia,local - malaysia,General- multidiscplinary,1,research - original and reviews,Clinical,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,2006,2009,4,clinic,Selangor,(A) General and unspecified,NA,,Objective- non-operator-dependence eg. lab analyser,No intervention
57,Bahari R,2012,Using community mental health project as venue to train professionalism: the Cyberjaya University College of Medical Sciences students’ experience,Bahari R,cyberjaya University College of Medical Sciences,MALAYSIA,,,Psychiatry,"master (non-mmed) eg. mrcp, etc.",2,1,,0,1,ASEAN Journal of Psychiatry,regional - within asia,Specific- discpline-specific,1,research - original and reviews,Education,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,2009,2011,1,university/college/teaching centre,Selangor,(A) General and unspecified,(P) Psychological,Subjective- self-report,,No intervention
58,Baharom N,2017,"Prevalence of complementary alternative medicine use among patients with type II diabetes in Negeri Sembilan, Malaysia",Shamsul Azhar Shah,Universiti Kebangsaan Malaysia,Malaysia,,,Public health,not stated,3,2,0,0,1,Medicine and Health,local - malaysia,Specific- discpline-specific,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,2016,2016,45,clinic,Negeri Sembilan,"(T) Endocrine, metabolic and nutritional",(A) General and unspecified,Subjective- self-report,Objective- operator dependence,Psychological or behavioral
59,Baharudin A,2019,Effectiveness and prescription pattern of lipid-lowering therapy and its associated factors among patients with type 2 diabetes mellitus in Malaysian primary care settings,Mohamed hassan elnaem,"Department of Pharmacy Practice, Faculty of Pharmacy, international islamic University Malaysia, Jalan sultan ahmad shah, indera Mahkota, Kuantan, Pahang 25200",Malaysia,,,Pharmacy,not stated,4,2,1,0,2,Therapeutics and clinical risk management.,international - out of asia,Specific- discpline-specific,1,research - original and reviews,Clinical,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,Sep-16,Dec-17,4 primary care pahang,pahang,Clinic,"(T) Endocrine, metabolic and nutritional",NA,Subjective- other's report,Objective- non-operator-dependence eg. lab analyser,No intervention
60,Balachandran R,2012,"Exploring the knowledge of nasopharyngeal carcinoma among medical doctors at primary health care level in Perak state, Malaysia",Balachandran R,Hospital Raja Permaisuri Bainun,Malaysia,,,ENT,not stated,8,1,0,0,1,European archives of oto-rhino-laryngology : official journal of the European Federation of Oto-Rhino-Laryngological Societies (EUFOS) : affiliated with the German Society for Oto-Rhino-Laryngology - Head and Neck Surgery,international - out of asia,Specific- discpline-specific,2,research - original and reviews,Clinical,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,2011,2011,,clinic,Perak,(H) Ear,NA,Subjective- self-report,Objective- operator dependence,Psychological or behavioral
61,Balasundaram R,2006,Prevalence Of Colour Vision Deficiency Among Medical Students And Health Personne,Sagili Chandrasekhara Reddy,International Medical University,Malaysia,,,Eye,master (mmed),2,2,0,0,2,Malaysian family physician : the official journal of the Academy of Family Physicians of Malaysia,local - malaysia,Specific- discpline-specific,1,research - original and reviews,Clinical,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,2006,2006,2,combined,Negeri Sembilan,(F) Eye,NA,,Objective- operator dependence,No intervention
62,Balkis AK,2003,HIV Prevalence among Antenatal Mothers in Terengganu,Balkis AK,"State Health Department, Terengganu",Malaysia,,,Public health,not stated,2,1,0,0,1,Malaysian Journal of Public Health Medicine,local - malaysia,Specific- discpline-specific,1,research - original and reviews,Public health,Secondary (review),quantitative,prevalence,Secondary data retrieval,1998,2001,42,combined,Terengganu,"(W) Pregnancy, childbirth, family planning",(A) General and unspecified,Subjective- other's report,Objective- non-operator-dependence eg. lab analyser,No intervention
63,Baskaran P,2013,"Perceived susceptibility, and cervical cancer screening benefits and barriers in malaysian women visiting outpatient clinics.",Subramanian P,University of Malaya,Malaysia,,,Nursing,not stated,6,1,0,0,4,Asian Pacific journal of cancer prevention : APJCP,regional - within asia,Specific- discpline-specific,1,research - original and reviews,Clinical,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,2011,2012,1,university/college/teaching centre,Kuala Lumpur,(X) Female genital system and breast,NA,Subjective- self-report,,No intervention
64,Benster R,1989,Primary health care for the children of Sarawak.,Benster R,"University College Hospital, London",United Kingdom,,,Public health,not stated,2,1,2,1,2,British journal of hospital medicine,international - out of asia,General- multidiscplinary,2,research - original and reviews,Public health,Secondary (review),Others,,Secondary data retrieval,1989,1989,,sarawak,Community,(A) General and unspecified,NA,,,No intervention
65,Bentsen BG,1986,International classification of primary care,Bentsen BG,University of Trondheim,Norway,,,Public health,not stated,1,1,1,1,1,Scandinavian journal of primary health care,international - out of asia,Specific- discpline-specific,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,interventional,Cross-sectional,1983,1983,10,community,,(A) General and unspecified,NA,Subjective- other's report,,"Device, Tool or App"
66,BH Toh,1973,Pattern of rheumatoid arthritis in West Malaysia.,BH Toh,"Departments ofMedicine, Orthopaedic Surgery, Radiology and Pathology, Faculty ofMedicine,
University ofMalaya, Kuala Lumpur, Malaysia",malaysia,": Department of Pathology, Monash University, Alfred Hospital, Victoria 3181, Australia.",Malaysia,Orthopaedics,not stated,5,2,1,1,2,Annals of the Rheumatic Disease,international - out of asia,Specific- discpline-specific,1,research - original and reviews,Clinical,"Primary (include case reports, case series)",quantitative,diagnostic,Cross-sectional,1967,1970,1,kuala lumpur,Hospital,(L) Musculoskeletal,NA,,Objective- non-operator-dependence eg. lab analyser,No intervention
67,bin Sahan AK,1987,Reorientation of medical education for primary health care.,bin Sahan AK,"Ministry of Health, Malaysia",Malaysia,,,Public health,not stated,1,1,0,0,1,The Medical journal of Malaysia,local - malaysia,General- multidiscplinary,1,commentary,Education,Opinion,Others,,,,,,,,(A) General and unspecified,NA,,,No intervention
68,BK Tan,2017,Medication-related Issues Associated With Adherence to Long-Term Tyrosine Kinase Inhibitors for Controlling Chronic Myeloid Leukemia: A Qualitative Study,PC Bee,University of Malaya,malaysia,,,Internal Medicine,not stated,10,6,1,1,7,Patient Preference and  Adherence,international - out of asia,Specific- discpline-specific,1,research - original and reviews,Public health,"Primary (include case reports, case series)",qualitative,psychometric study,Cross-sectional,Aug-15,Jan-16,2,selangor and kuala lumpur,Hospital,"(B) Blood, blood forming organs, lymphatics, spleen",(P) Psychological,Subjective- self-report,,No intervention
69,Bong WT,2019,"The knowledge, attitude, and practice regarding pap smear, cervical cancer, and human papillomavirus among women attending a mother and child health clinic in Kuantan, Malaysia",Prof. Mainul Haque,"Faculty of Medicine and Defence Health, Universiti Pertahanan Nasional Malaysia (National Defence University of Malaysia), Kem Perdana Sungai Besi, 57000 Kuala Lumpur",Malaysia,,,Pharmacy,not stated,4,2,1,0,1,Indian journal of medical and paediatric oncology,international - out of asia,Specific- discpline-specific,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,Feb-13,Mar-13,1 MCHC kuantan,pahang,Clinic,(X) Female genital system and breast,(P) Psychological,Subjective- self-report,,No intervention
70,Bong WT,2018,"Knowledge and Concerns of Parents Regarding Childhood Fever at a Public Health Clinic in Kuching, East Malaysia",Chai-Eng Tan,Universiti Kebangsaan Malaysia,Malaysia,,,Family medicine,not stated,2,1,0,0,1,Open access Macedonian journal of medical sciences,international - out of asia,General- multidiscplinary,1,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,2017,2017,1,clinic,Sarawak,(A) General and unspecified,(P) Psychological,Subjective- self-report,,No intervention
71,Boulet MJ,1994,Climacteric and menopause in seven South-east Asian countries.,Boulet MJ,International Health Foundation,Belgium,,,Public health,not stated,5,4,5,4,4,Maturitas,international - out of asia,Specific- discpline-specific,2,research - original and reviews,Public health,"Primary (include case reports, case series)",quantitative,prevalence,Cross-sectional,1994,1994,7,community,"Hong Kong, Indonesia, Korea, Malaysia, the Philippines, Singapore and Taiwan",(X) Female genital system and breast,NA,Subjective- self-report,Objective- operator dependence,No intervention
